cap-shape,cap-surface,bruises,gill-attachment,gill-spacing,gill-size,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
x,f,f,f,w,b,t,s,f,w,w,p,w,o,e,k,s,g,e
x,s,t,f,c,n,e,s,s,w,w,p,w,o,p,k,v,u,p
f,f,t,f,c,b,t,s,s,p,g,p,w,o,p,n,y,d,e
x,y,t,f,c,b,e,s,s,w,w,p,w,o,p,n,n,g,e
f,f,f,f,w,b,t,f,s,w,w,p,w,o,e,k,s,g,e
x,y,t,f,c,b,t,s,s,w,g,p,w,o,p,n,v,d,e
f,f,f,f,w,b,t,s,s,w,w,p,w,o,e,k,s,g,e
x,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,a,g,e
x,y,t,f,c,b,t,s,s,w,p,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,w,g,p,w,o,p,n,y,d,e
x,f,t,f,c,b,t,s,s,g,w,p,w,o,p,k,v,d,e
f,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,a,g,e
x,f,t,f,c,b,t,s,s,p,w,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,g,w,p,w,o,p,n,v,d,e
x,y,t,f,c,b,t,s,s,p,g,p,w,o,p,n,y,d,e
f,f,f,f,w,b,t,f,f,w,w,p,w,o,e,n,s,g,e
x,y,t,f,c,b,t,s,s,p,w,p,w,o,p,k,y,d,e
x,s,f,f,w,b,t,s,f,w,w,p,w,o,e,k,s,g,e
x,f,f,f,w,b,t,f,s,w,w,p,w,o,e,k,a,g,e
f,f,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
x,y,t,f,c,b,t,s,s,w,p,p,w,o,p,k,v,d,e
f,y,t,f,c,n,e,s,s,w,w,p,w,o,p,n,s,u,p
x,y,t,f,c,b,t,s,s,p,g,p,w,o,p,k,v,d,e
f,f,f,f,w,b,t,s,f,w,w,p,w,o,e,k,s,g,e
f,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,a,g,e
x,y,t,f,c,b,t,s,s,g,p,p,w,o,p,n,v,d,e
f,f,t,f,c,b,t,s,s,p,w,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,g,w,p,w,o,p,k,v,d,e
f,f,t,f,c,b,t,s,s,w,p,p,w,o,p,k,v,d,e
x,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,a,g,e
x,f,t,f,c,b,t,s,s,w,g,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,w,p,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,w,w,p,w,o,p,k,y,d,e
x,f,t,f,c,b,t,s,s,p,w,p,w,o,p,n,y,d,e
x,f,t,f,w,n,t,s,s,w,w,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,n,v,d,e
f,s,t,f,c,n,e,s,s,w,w,p,w,o,p,n,v,g,p
x,s,f,f,w,b,t,f,f,w,w,p,w,o,e,k,s,g,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,n,y,d,e
x,y,t,f,c,b,t,s,s,p,p,p,w,o,p,k,v,d,e
x,f,f,f,w,b,t,f,s,w,w,p,w,o,e,k,a,g,e
x,f,t,f,c,b,t,s,s,p,w,p,w,o,p,n,y,d,e
x,s,f,f,w,b,t,s,s,w,w,p,w,o,e,n,s,g,e
x,y,t,f,c,b,t,s,s,p,g,p,w,o,p,n,y,d,e
x,y,t,f,c,b,t,s,s,p,w,p,w,o,p,n,v,d,e
x,s,f,f,w,b,t,f,s,w,w,p,w,o,e,k,a,g,e
x,s,f,f,w,b,t,s,f,w,w,p,w,o,e,k,a,g,e
x,s,f,f,w,b,t,s,s,w,w,p,w,o,e,k,s,g,e
x,s,f,f,w,b,t,s,f,w,w,p,w,o,e,k,s,g,e
f,f,t,f,c,b,t,s,s,p,g,p,w,o,p,n,y,d,e
f,f,f,f,w,b,t,s,f,w,w,p,w,o,e,k,a,g,e
f,f,f,f,w,b,t,s,s,w,w,p,w,o,e,k,a,g,e
x,y,t,f,c,b,t,s,s,g,g,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,p,w,p,w,o,p,n,y,d,e
x,y,t,f,c,b,t,s,s,w,w,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,w,g,p,w,o,p,k,y,d,e
f,s,f,f,w,b,t,s,s,w,w,p,w,o,e,n,s,g,e
x,s,f,f,w,b,t,s,s,w,w,p,w,o,e,k,a,g,e
x,s,f,f,w,b,t,s,f,w,w,p,w,o,e,k,a,g,e
x,f,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
x,f,t,f,c,b,t,s,s,g,p,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,n,y,d,e
f,f,t,f,c,b,t,s,s,g,p,p,w,o,p,k,v,d,e
f,f,t,f,w,n,t,s,s,w,w,p,w,o,p,n,v,d,e
f,f,f,f,w,b,t,f,f,w,w,p,w,o,e,k,a,g,e
f,y,t,f,c,n,e,s,s,w,w,p,w,o,p,k,s,g,p
f,f,t,f,c,b,t,s,s,g,g,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,w,g,p,w,o,p,n,v,d,e
x,s,f,f,w,b,t,f,f,w,w,p,w,o,e,n,a,g,e
x,f,f,f,w,b,t,f,f,w,w,p,w,o,e,n,a,g,e
x,s,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
x,f,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
x,s,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
x,y,t,f,c,b,t,s,s,g,g,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,p,p,p,w,o,p,n,y,d,e
f,s,f,f,w,b,t,f,f,w,w,p,w,o,e,n,s,g,e
f,s,f,f,w,b,t,f,f,w,w,p,w,o,e,k,a,g,e
x,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,s,g,e
f,f,t,f,c,b,t,s,s,p,w,p,w,o,p,k,y,d,e
x,s,f,f,w,b,t,f,f,w,w,p,w,o,e,n,a,g,e
f,f,f,f,w,b,t,s,f,w,w,p,w,o,e,n,a,g,e
f,s,f,f,w,b,t,f,s,w,w,p,w,o,e,k,s,g,e
x,f,f,f,w,b,t,s,s,w,w,p,w,o,e,n,s,g,e
f,f,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
f,f,f,f,w,b,t,f,f,w,w,p,w,o,e,k,a,g,e
x,f,t,f,c,b,t,s,s,w,p,p,w,o,p,n,v,d,e
f,s,f,f,w,b,t,s,f,w,w,p,w,o,e,k,a,g,e
f,s,f,f,w,b,t,f,f,w,w,p,w,o,e,n,s,g,e
x,y,t,f,c,b,t,s,s,g,w,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,g,g,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,g,p,p,w,o,p,k,v,d,e
x,f,f,f,w,b,t,s,s,w,w,p,w,o,e,k,s,g,e
f,f,f,f,w,b,t,f,s,w,w,p,w,o,e,n,a,g,e
f,y,t,f,c,b,e,s,y,w,w,p,w,o,p,n,y,g,e
f,y,t,f,c,n,e,s,s,w,w,p,w,o,p,k,v,u,p
f,s,f,f,w,b,t,f,f,w,w,p,w,o,e,k,a,g,e
f,f,f,f,w,b,t,s,f,w,w,p,w,o,e,k,s,g,e
f,f,t,f,c,b,t,s,s,g,w,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,g,w,p,w,o,p,k,y,d,e
f,f,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
x,f,f,f,w,b,t,f,s,w,w,p,w,o,e,k,s,g,e
x,f,f,f,w,b,t,f,f,w,w,p,w,o,e,n,s,g,e
x,y,t,f,c,b,t,s,s,g,w,p,w,o,p,n,v,d,e
f,f,t,f,c,b,t,s,s,g,w,p,w,o,p,k,v,d,e
x,f,f,f,w,b,t,s,f,w,w,p,w,o,e,k,s,g,e
x,f,f,f,w,b,t,s,f,w,w,p,w,o,e,k,a,g,e
f,s,f,f,w,b,t,s,f,w,w,p,w,o,e,k,s,g,e
f,s,f,f,w,b,t,s,s,w,w,p,w,o,e,k,s,g,e
f,y,t,f,c,n,e,s,s,w,w,p,w,o,p,k,s,u,p
b,s,t,f,c,b,e,s,s,w,w,p,w,o,p,n,s,g,e
x,f,t,f,c,b,t,s,s,g,w,p,w,o,p,n,v,d,e
f,f,f,f,w,b,t,f,f,w,w,p,w,o,e,k,a,g,e
x,f,f,f,w,b,t,f,s,w,w,p,w,o,e,n,s,g,e
x,s,f,f,w,b,t,s,f,w,w,p,w,o,e,n,s,g,e
f,s,t,f,w,n,t,s,s,w,w,p,w,o,p,u,v,d,e
x,f,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
x,s,f,f,w,b,t,f,s,w,w,p,w,o,e,k,a,g,e
x,s,f,f,w,b,t,f,s,w,w,p,w,o,e,k,s,g,e
x,y,t,f,c,b,t,s,s,w,p,p,w,o,p,k,v,d,e
f,f,t,f,c,b,t,s,s,g,p,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,w,w,p,w,o,p,k,v,d,e
f,f,f,f,w,b,t,s,s,w,w,p,w,o,e,k,s,g,e
f,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,s,g,e
f,s,t,f,c,n,e,s,s,w,w,p,w,o,p,n,v,u,p
f,f,f,f,w,b,t,f,f,w,w,p,w,o,e,n,s,g,e
x,y,t,f,c,b,t,s,s,g,g,p,w,o,p,n,y,d,e
x,y,t,f,c,b,t,s,s,g,g,p,w,o,p,n,v,d,e
x,f,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
x,f,t,f,c,b,t,s,s,p,p,p,w,o,p,n,v,d,e
x,y,t,f,c,b,t,s,s,p,p,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,g,p,p,w,o,p,k,y,d,e
x,f,t,f,c,b,t,s,s,p,w,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,p,g,p,w,o,p,k,v,d,e
x,s,t,f,c,n,e,s,s,w,w,p,w,o,p,k,v,g,p
x,f,f,f,w,b,t,s,s,w,w,p,w,o,e,k,s,g,e
x,y,t,f,c,b,t,s,s,p,p,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,w,g,p,w,o,p,n,y,d,e
f,y,t,f,c,n,e,s,s,w,w,p,w,o,p,n,s,g,p
x,f,t,f,c,b,t,s,s,w,g,p,w,o,p,k,y,d,e
x,f,f,f,w,b,t,s,f,w,w,p,w,o,e,k,s,g,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,k,v,d,e
f,f,f,f,w,b,t,f,s,w,w,p,w,o,e,n,s,g,e
f,s,f,f,w,b,t,f,f,w,w,p,w,o,e,n,a,g,e
f,s,f,f,w,b,t,s,s,w,w,p,w,o,e,k,s,g,e
x,y,t,f,c,b,t,s,s,w,g,p,w,o,p,n,v,d,e
f,s,f,f,w,b,t,f,f,w,w,p,w,o,e,k,s,g,e
f,f,t,f,c,b,t,s,s,p,p,p,w,o,p,n,v,d,e
f,s,f,f,w,b,t,s,s,w,w,p,w,o,e,k,s,g,e
x,f,f,f,w,b,t,f,f,w,w,p,w,o,e,k,a,g,e
f,f,f,f,w,b,t,s,f,w,w,p,w,o,e,n,s,g,e
x,s,t,f,c,n,e,s,s,w,w,p,w,o,p,k,v,u,p
x,f,t,f,c,b,t,s,s,w,w,p,w,o,p,k,y,d,e
f,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,s,g,e
f,y,t,f,c,n,e,s,s,w,w,p,w,o,p,n,s,g,p
x,f,t,f,c,b,t,s,s,p,g,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,w,p,p,w,o,p,n,y,d,e
f,f,f,f,w,b,t,f,f,w,w,p,w,o,e,n,a,g,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,k,v,d,e
f,f,f,f,w,b,t,s,s,w,w,p,w,o,e,n,s,g,e
x,f,f,f,w,b,t,f,f,w,w,p,w,o,e,k,s,g,e
x,y,t,f,c,b,e,s,s,w,w,p,w,o,p,k,n,m,e
x,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,s,g,e
x,y,t,f,c,b,t,s,s,p,g,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,g,w,p,w,o,p,k,y,d,e
x,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,a,g,e
f,y,t,f,c,n,e,s,s,w,w,p,w,o,p,n,s,u,p
x,f,t,f,c,b,t,s,s,w,p,p,w,o,p,n,v,d,e
f,s,t,f,c,n,e,s,s,w,w,p,w,o,p,k,s,u,p
f,y,t,f,c,n,e,s,s,w,w,p,w,o,p,n,v,g,p
x,f,t,f,c,b,t,s,s,p,p,p,w,o,p,n,v,d,e
f,s,f,f,w,b,t,s,f,w,w,p,w,o,e,n,a,g,e
x,f,t,f,c,b,t,s,s,g,w,p,w,o,p,n,y,d,e
x,f,f,f,w,b,t,s,f,w,w,p,w,o,e,k,a,g,e
x,f,t,f,c,b,t,s,s,p,g,p,w,o,p,n,y,d,e
f,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,s,g,e
f,f,f,f,w,b,t,s,f,w,w,p,w,o,e,k,a,g,e
x,s,f,f,w,b,t,f,f,w,w,p,w,o,e,k,a,g,e
x,s,f,f,w,b,t,s,f,w,w,p,w,o,e,k,s,g,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,n,v,d,e
x,y,t,f,c,b,t,s,s,g,w,p,w,o,p,n,v,d,e
f,s,f,f,w,b,t,f,f,w,w,p,w,o,e,k,a,g,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,k,y,d,e
f,y,t,f,c,n,e,s,s,w,w,p,w,o,p,n,v,u,p
x,y,t,f,c,b,e,s,y,w,w,p,w,o,p,n,s,g,e
f,s,t,f,c,n,e,s,s,w,w,p,w,o,p,k,s,g,p
f,f,f,f,w,b,t,f,s,w,w,p,w,o,e,n,s,g,e
f,f,f,f,w,b,t,f,f,w,w,p,w,o,e,k,a,g,e
f,s,t,f,c,n,e,s,s,w,w,p,w,o,p,n,v,g,p
x,s,f,f,w,b,t,f,f,w,w,p,w,o,e,n,a,g,e
x,f,f,f,w,b,t,s,f,w,w,p,w,o,e,k,s,g,e
x,f,t,f,c,b,t,s,s,g,w,p,w,o,p,k,v,d,e
f,f,f,f,w,b,t,s,s,w,w,p,w,o,e,k,a,g,e
x,f,f,f,w,b,t,s,s,w,w,p,w,o,e,n,s,g,e
f,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,a,g,e
f,f,f,f,w,b,t,f,s,w,w,p,w,o,e,k,s,g,e
f,s,t,f,w,n,t,s,s,w,w,p,w,o,p,n,v,d,e
f,f,t,f,w,n,t,s,s,w,w,p,w,o,p,n,v,d,e
f,f,f,f,w,b,t,s,f,w,w,p,w,o,e,n,a,g,e
x,f,t,f,c,b,t,s,s,w,w,p,w,o,p,n,y,d,e
x,y,t,f,c,b,t,s,s,g,p,p,w,o,p,k,y,d,e
x,f,t,f,c,b,t,s,s,w,g,p,w,o,p,n,y,d,e
x,f,f,f,w,b,t,s,f,w,w,p,w,o,e,k,s,g,e
x,f,t,f,c,b,t,s,s,w,w,p,w,o,p,n,y,d,e
x,f,t,f,c,b,t,s,s,p,p,p,w,o,p,k,v,d,e
x,f,f,f,w,b,t,f,s,w,w,p,w,o,e,k,a,g,e
x,f,t,f,c,b,t,s,s,w,p,p,w,o,p,n,v,d,e
x,s,f,f,w,b,t,f,f,w,w,p,w,o,e,k,a,g,e
b,y,t,f,c,b,e,s,s,w,w,p,w,o,p,k,s,m,e
x,y,t,f,c,b,t,s,s,w,p,p,w,o,p,k,v,d,e
f,s,f,f,w,b,t,s,f,w,w,p,w,o,e,n,s,g,e
x,f,t,f,c,b,t,s,s,p,p,p,w,o,p,k,y,d,e
f,y,t,f,c,b,t,s,s,g,g,p,w,o,p,k,y,d,e
x,y,t,f,c,b,t,s,s,p,g,p,w,o,p,k,v,d,e
x,s,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
x,s,f,f,w,b,t,f,s,w,w,p,w,o,e,k,s,g,e
x,f,f,f,w,b,t,f,f,w,w,p,w,o,e,n,a,g,e
x,s,f,f,w,b,t,s,s,w,w,p,w,o,e,k,a,g,e
x,y,t,f,c,b,t,s,s,w,p,p,w,o,p,k,y,d,e
f,f,t,f,c,b,t,s,s,p,w,p,w,o,p,n,y,d,e
f,f,t,f,c,b,t,s,s,p,w,p,w,o,p,k,y,d,e
x,f,f,f,w,b,t,f,f,w,w,p,w,o,e,n,s,g,e
f,s,f,f,w,b,t,s,f,w,w,p,w,o,e,n,s,g,e
x,f,f,f,w,b,t,s,s,w,w,p,w,o,e,k,s,g,e
x,y,t,f,c,b,e,s,y,w,w,p,w,o,p,n,s,p,e
x,f,t,f,c,b,t,s,s,w,p,p,w,o,p,n,v,d,e
x,f,f,f,w,b,t,f,s,w,w,p,w,o,e,k,s,g,e
x,y,t,f,c,b,t,s,s,w,g,p,w,o,p,k,v,d,e
f,f,t,f,c,b,t,s,s,w,p,p,w,o,p,n,y,d,e
x,f,f,f,w,b,t,f,s,w,w,p,w,o,e,n,a,g,e
x,y,t,f,c,b,e,s,s,w,w,p,w,o,p,k,s,m,e
x,s,f,f,w,b,t,s,s,w,w,p,w,o,e,n,s,g,e
f,s,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
f,f,t,f,c,b,t,s,s,g,w,p,w,o,p,n,v,d,e
f,f,f,f,w,b,t,f,f,w,w,p,w,o,e,k,s,g,e
x,f,t,f,c,b,t,s,s,g,p,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,w,g,p,w,o,p,n,y,d,e
x,f,f,f,w,b,t,s,f,w,w,p,w,o,e,n,a,g,e
x,s,t,f,c,b,e,s,s,w,w,p,w,o,p,k,n,m,e
f,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,s,g,e
f,y,t,f,c,n,e,s,s,w,w,p,w,o,p,n,v,g,p
f,f,f,f,w,b,t,f,s,w,w,p,w,o,e,n,s,g,e
x,f,t,f,c,b,t,s,s,p,w,p,w,o,p,n,v,d,e
x,f,f,f,w,b,t,s,f,w,w,p,w,o,e,n,s,g,e
x,y,t,f,c,b,t,s,s,p,w,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,p,p,p,w,o,p,n,v,d,e
f,s,t,f,c,n,e,s,s,w,w,p,w,o,p,k,v,u,p
f,s,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
x,f,t,f,c,b,t,s,s,w,g,p,w,o,p,k,y,d,e
f,f,t,f,c,b,t,s,s,g,p,p,w,o,p,k,y,d,e
x,f,t,f,c,b,t,s,s,w,g,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,p,p,p,w,o,p,n,y,d,e
x,f,t,f,c,b,t,s,s,p,g,p,w,o,p,k,y,d,e
x,s,t,f,c,n,e,s,s,w,w,p,w,o,p,n,v,u,p
x,s,t,f,c,b,e,s,s,w,w,p,w,o,p,k,n,m,e
x,f,t,f,c,b,t,s,s,p,p,p,w,o,p,n,v,d,e
f,y,t,f,c,b,t,s,s,w,w,p,w,o,p,n,y,d,e
x,s,f,f,w,b,t,f,f,w,w,p,w,o,e,n,s,g,e
x,y,t,f,c,b,t,s,s,w,p,p,w,o,p,n,y,d,e
x,f,f,f,w,b,t,f,s,w,w,p,w,o,e,n,s,g,e
f,s,f,f,w,b,t,f,s,w,w,p,w,o,e,n,s,g,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,n,v,d,e
f,f,t,f,c,b,t,s,s,w,p,p,w,o,p,n,v,d,e
f,f,f,f,w,b,t,s,f,w,w,p,w,o,e,k,s,g,e
f,f,f,f,w,b,t,s,s,w,w,p,w,o,e,k,s,g,e
f,f,f,f,w,b,t,f,f,w,w,p,w,o,e,n,s,g,e
x,f,t,f,c,b,t,s,s,g,w,p,w,o,p,k,y,d,e
x,f,t,f,c,b,t,s,s,p,g,p,w,o,p,n,y,d,e
f,y,t,f,c,n,e,s,s,w,w,p,w,o,p,k,s,u,p
x,y,t,f,c,b,t,s,s,g,g,p,w,o,p,k,v,d,e
x,s,f,f,w,b,t,s,f,w,w,p,w,o,e,n,a,g,e
b,s,t,f,c,b,e,s,s,w,w,p,w,o,p,n,s,m,e
x,s,f,f,w,b,t,f,f,w,w,p,w,o,e,n,s,g,e
f,f,f,f,w,b,t,f,f,w,w,p,w,o,e,k,s,g,e
x,y,t,f,c,b,t,s,s,g,w,p,w,o,p,k,y,d,e
f,f,t,f,c,b,t,s,s,w,w,p,w,o,p,n,v,d,e
x,f,f,f,w,b,t,f,s,w,w,p,w,o,e,k,s,g,e
x,s,t,f,c,n,e,s,s,w,w,p,w,o,p,k,s,g,p
x,s,f,f,w,b,t,s,s,w,w,p,w,o,e,n,a,g,e
x,y,t,f,c,b,t,s,s,w,g,p,w,o,p,k,y,d,e
f,f,t,f,c,b,t,s,s,w,w,p,w,o,p,n,v,d,e
x,y,t,f,c,b,t,s,s,p,w,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,p,g,p,w,o,p,n,y,d,e
f,f,t,f,c,b,t,s,s,g,p,p,w,o,p,n,y,d,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,k,y,d,e
f,f,t,f,c,b,t,s,s,w,w,p,w,o,p,n,v,d,e
x,y,t,f,c,b,t,s,s,p,p,p,w,o,p,k,y,d,e
x,f,t,f,c,b,t,s,s,p,w,p,w,o,p,k,v,d,e
f,f,t,f,c,b,t,s,s,w,w,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,g,w,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,g,p,p,w,o,p,n,v,d,e
x,s,t,f,c,n,e,s,s,w,w,p,w,o,p,n,v,g,p
x,f,t,f,c,b,t,s,s,p,g,p,w,o,p,n,v,d,e
x,y,t,f,c,b,t,s,s,w,w,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,n,y,d,e
x,y,t,f,c,b,t,s,s,w,g,p,w,o,p,k,y,d,e
x,y,t,f,c,b,t,s,s,g,p,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,p,p,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,g,w,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,w,w,p,w,o,p,n,y,d,e
f,y,t,f,c,b,t,s,s,w,w,p,w,o,p,n,y,d,e
f,f,t,f,c,b,t,s,s,g,p,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,w,p,p,w,o,p,k,v,d,e
f,y,t,f,c,b,t,s,s,p,p,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,p,g,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,n,y,d,e
x,y,t,f,c,b,t,s,s,w,p,p,w,o,p,k,v,d,e
x,f,f,f,c,b,e,k,k,b,b,p,w,o,l,h,y,g,p
f,s,t,f,c,n,e,s,s,w,w,p,w,o,p,k,s,g,p
x,f,t,f,c,b,t,s,s,p,w,p,w,o,p,k,v,d,e
x,f,f,f,w,b,t,s,s,w,w,p,w,o,e,n,s,g,e
x,y,t,f,c,b,t,s,s,g,w,p,w,o,p,n,v,d,e
f,f,t,f,c,b,t,s,s,g,w,p,w,o,p,n,y,d,e
x,f,t,f,c,b,t,s,s,p,g,p,w,o,p,n,v,d,e
x,y,t,f,c,b,t,s,s,p,w,p,w,o,p,n,y,d,e
x,y,t,f,c,b,t,s,s,g,w,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,w,p,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,w,g,p,w,o,p,n,y,d,e
x,f,t,f,c,b,t,s,s,p,g,p,w,o,p,k,y,d,e
x,f,t,f,c,b,t,s,s,p,w,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,w,g,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,p,w,p,w,o,p,n,y,d,e
x,y,t,f,c,b,t,s,s,w,w,p,w,o,p,k,y,d,e
f,y,t,f,c,b,t,s,s,w,g,p,w,o,p,n,v,d,e
f,y,t,f,c,b,t,s,s,p,w,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,g,g,p,w,o,p,n,v,d,e
f,s,t,f,c,n,e,s,s,w,w,p,w,o,p,n,v,u,p
f,f,t,f,c,b,t,s,s,w,w,p,w,o,p,n,y,d,e
x,s,t,f,c,n,e,s,s,w,w,p,w,o,p,k,s,g,p
x,f,t,f,c,b,t,s,s,g,p,p,w,o,p,k,y,d,e
f,f,t,f,c,b,t,s,s,g,g,p,w,o,p,k,y,d,e
x,y,t,f,c,b,t,s,s,p,g,p,w,o,p,n,v,d,e
f,f,t,f,c,b,t,s,s,w,g,p,w,o,p,n,v,d,e
x,f,t,f,c,b,t,s,s,w,g,p,w,o,p,n,y,d,e
x,f,t,f,c,b,t,s,s,g,p,p,w,o,p,n,v,d,e
x,y,t,f,c,b,t,s,s,p,g,p,w,o,p,n,y,d,e
f,f,t,f,c,b,t,s,s,w,g,p,w,o,p,n,v,d,e
f,f,t,f,c,b,t,s,s,p,p,p,w,o,p,n,y,d,e
x,f,t,f,c,b,t,s,s,w,g,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,w,g,p,w,o,p,k,y,d,e
x,f,t,f,c,b,t,s,s,g,w,p,w,o,p,n,y,d,e
f,f,t,f,c,b,t,s,s,g,p,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,w,p,p,w,o,p,k,y,d,e
f,f,t,f,c,b,t,s,s,w,p,p,w,o,p,n,y,d,e
x,f,t,f,c,b,t,s,s,w,p,p,w,o,p,n,y,d,e
x,y,t,f,c,b,t,s,s,p,w,p,w,o,p,n,y,d,e
x,f,t,f,c,b,t,s,s,p,g,p,w,o,p,k,y,d,e
x,y,t,f,c,b,t,s,s,g,g,p,w,o,p,k,y,d,e
x,y,t,f,c,b,t,s,s,p,g,p,w,o,p,n,v,d,e
x,y,t,f,c,b,t,s,s,g,p,p,w,o,p,k,v,d,e
x,f,t,f,c,b,t,s,s,g,g,p,w,o,p,n,v,d,e
f,f,t,f,c,b,t,s,s,g,g,p,w,o,p,n,v,d,e
x,y,t,f,c,b,t,s,s,g,w,p,w,o,p,k,v,d,e
x,y,t,f,c,b,t,s,s,w,g,p,w,o,p,n,y,d,e
f,f,t,f,c,b,t,s,s,w,p,p,w,o,p,k,v,d,e
f,f,t,f,c,b,t,s,s,g,w,p,w,o,p,k,y,d,e
x,y,t,f,c,b,t,s,s,w,w,p,w,o,p,n,v,d,e
x,f,f,f,c,b,e,k,k,n,p,p,w,o,l,h,y,d,p
x,y,t,f,c,b,t,s,s,p,w,p,w,o,p,k,y,d,e
x,f,t,f,c,b,t,s,s,p,g,p,w,o,p,n,y,d,e
x,y,t,f,c,b,t,s,s,g,p,p,w,o,p,n,v,d,e
f,f,t,f,c,b,t,s,s,g,w,p,w,o,p,n,y,d,e
x,y,t,f,c,b,t,s,s,g,p,p,w,o,p,k,v,d,e
f,f,t,f,c,b,t,s,s,g,g,p,w,o,p,k,v,d,e
f,y,t,f,c,b,t,s,s,w,g,p,w,o,p,k,y,d,e
